"orderid","profit","website_session_id","source","marketing_campaign","content","device"
"13355","52.00","225671","gsearch","nonbrand","g_ad_1","desktop"
"13356","51.00","225676","gsearch","nonbrand","g_ad_1","desktop"
"13357","30.50","225683","gsearch","nonbrand","g_ad_1","desktop"
"13358","30.50","225702","gsearch","nonbrand","g_ad_1","desktop"
"13359","30.50","225750","","","","desktop"
"13360","20.50","225773","gsearch","nonbrand","g_ad_1","desktop"
"13361","31.50","225788","gsearch","nonbrand","g_ad_1","desktop"
"13362","30.50","225797","","","","desktop"
"13364","37.50","225825","gsearch","brand","g_ad_2","mobile"
"13365","62.00","225830","gsearch","nonbrand","g_ad_1","desktop"
"13366","30.50","225840","bsearch","nonbrand","b_ad_1","desktop"
"13367","30.50","225878","gsearch","nonbrand","g_ad_1","desktop"
"13368","51.00","225929","gsearch","nonbrand","g_ad_1","mobile"
"13369","30.50","225933","","","","desktop"
"13370","51.00","225942","gsearch","nonbrand","g_ad_1","desktop"
"13371","30.50","225943","gsearch","nonbrand","g_ad_1","desktop"
"13373","30.50","225958","gsearch","nonbrand","g_ad_1","mobile"
"13374","30.50","225961","gsearch","brand","g_ad_2","mobile"
"13375","31.50","225988","gsearch","nonbrand","g_ad_1","desktop"
"13376","30.50","225992","bsearch","nonbrand","b_ad_1","desktop"
"13377","51.00","225999","gsearch","nonbrand","g_ad_1","desktop"
"13378","51.00","226006","gsearch","nonbrand","g_ad_1","mobile"
"13379","51.00","226024","gsearch","nonbrand","g_ad_1","desktop"
"13380","30.50","226046","gsearch","nonbrand","g_ad_1","desktop"
"13381","37.50","226050","gsearch","nonbrand","g_ad_1","desktop"
"13382","30.50","226066","gsearch","nonbrand","g_ad_1","desktop"
"13383","62.00","226074","","","","desktop"
"13384","30.50","226082","gsearch","nonbrand","g_ad_1","mobile"
"13385","30.50","226098","","","","desktop"
"13386","30.50","226152","","","","desktop"
"13387","30.50","226159","gsearch","brand","g_ad_2","desktop"
"13388","62.00","226234","gsearch","nonbrand","g_ad_1","mobile"
"13389","20.50","226237","","","","mobile"
"13390","68.00","226255","gsearch","nonbrand","g_ad_1","desktop"
"13391","51.00","226272","gsearch","nonbrand","g_ad_1","desktop"
"13392","30.50","226284","bsearch","nonbrand","b_ad_1","desktop"
"13393","51.00","226288","","","","desktop"
"13394","30.50","226307","gsearch","brand","g_ad_2","desktop"
"13395","37.50","226316","gsearch","nonbrand","g_ad_1","desktop"
"13396","37.50","226322","gsearch","nonbrand","g_ad_1","desktop"
"13397","30.50","226349","bsearch","brand","b_ad_2","desktop"
"13398","68.00","226352","","","","mobile"
"13399","30.50","226355","gsearch","nonbrand","g_ad_1","mobile"
"13400","37.50","226368","gsearch","nonbrand","g_ad_1","desktop"
"13401","30.50","226377","gsearch","nonbrand","g_ad_1","mobile"
"13403","31.50","226391","","","","desktop"
"13402","30.50","226393","gsearch","nonbrand","g_ad_1","desktop"
"13404","37.50","226415","gsearch","nonbrand","g_ad_1","desktop"
"13405","30.50","226444","gsearch","nonbrand","g_ad_1","desktop"
"13406","30.50","226450","","","","desktop"
"13407","30.50","226467","","","","desktop"
"13408","62.00","226513","","","","desktop"
"13409","30.50","226522","","","","desktop"
"13410","37.50","226523","gsearch","nonbrand","g_ad_1","mobile"
"13411","31.50","226532","","","","desktop"
"13412","30.50","226537","","","","desktop"
"13413","31.50","226571","gsearch","nonbrand","g_ad_1","mobile"
"13414","68.00","226585","gsearch","nonbrand","g_ad_1","mobile"
"13415","31.50","226590","gsearch","nonbrand","g_ad_1","mobile"
"13416","30.50","226665","","","","desktop"
"13417","30.50","226680","gsearch","nonbrand","g_ad_1","desktop"
"13418","30.50","226696","gsearch","nonbrand","g_ad_1","desktop"
"13419","30.50","226697","gsearch","nonbrand","g_ad_1","desktop"
"13421","30.50","226709","gsearch","nonbrand","g_ad_1","desktop"
"13420","37.50","226710","gsearch","nonbrand","g_ad_1","desktop"
"13422","51.00","226760","gsearch","nonbrand","g_ad_1","mobile"
"13423","51.00","226764","gsearch","nonbrand","g_ad_1","mobile"
"13424","51.00","226774","","","","desktop"
"13425","30.50","226832","gsearch","nonbrand","g_ad_1","desktop"
"13426","30.50","226846","gsearch","brand","g_ad_2","desktop"
"13427","30.50","226849","gsearch","nonbrand","g_ad_1","desktop"
"13429","30.50","226856","","","","desktop"
"13428","30.50","226857","gsearch","nonbrand","g_ad_1","desktop"
"13430","51.00","226865","gsearch","nonbrand","g_ad_1","mobile"
"13431","37.50","226876","gsearch","nonbrand","g_ad_1","desktop"
"13432","31.50","226888","gsearch","nonbrand","g_ad_1","desktop"
"13433","30.50","226920","gsearch","nonbrand","g_ad_1","desktop"
"13434","58.00","226934","gsearch","nonbrand","g_ad_1","desktop"
"13435","30.50","226956","gsearch","brand","g_ad_2","desktop"
"13436","30.50","226974","gsearch","nonbrand","g_ad_1","desktop"
"13437","30.50","227008","gsearch","nonbrand","g_ad_1","desktop"
"13438","31.50","227016","","","","desktop"
"13439","30.50","227024","gsearch","nonbrand","g_ad_1","desktop"
"13440","30.50","227047","gsearch","nonbrand","g_ad_1","desktop"
"13441","30.50","227059","gsearch","nonbrand","g_ad_1","desktop"
"13442","30.50","227074","","","","desktop"
"13443","30.50","227110","","","","desktop"
"13444","30.50","227115","gsearch","nonbrand","g_ad_1","desktop"
"13445","31.50","227123","gsearch","nonbrand","g_ad_1","desktop"
"13446","62.00","227131","","","","desktop"
"13447","62.00","227148","gsearch","nonbrand","g_ad_1","desktop"
"13448","51.00","227172","gsearch","nonbrand","g_ad_1","desktop"
"13449","52.00","227183","gsearch","nonbrand","g_ad_1","desktop"
"13450","37.50","227184","gsearch","nonbrand","g_ad_1","desktop"
"13451","30.50","227193","gsearch","nonbrand","g_ad_1","desktop"
"13452","37.50","227211","gsearch","nonbrand","g_ad_1","desktop"
"13453","62.00","227267","gsearch","nonbrand","g_ad_1","desktop"
"13454","62.00","227280","gsearch","nonbrand","g_ad_1","mobile"
"13455","51.00","227306","gsearch","nonbrand","g_ad_1","desktop"
"13456","30.50","227338","gsearch","nonbrand","g_ad_1","desktop"
"13457","30.50","227369","gsearch","nonbrand","g_ad_1","desktop"
"13459","37.50","227425","gsearch","nonbrand","g_ad_1","desktop"
"13460","37.50","227448","bsearch","nonbrand","b_ad_1","mobile"
"13461","30.50","227457","gsearch","nonbrand","g_ad_1","desktop"
"13463","31.50","227469","","","","desktop"
"13462","51.00","227471","gsearch","nonbrand","g_ad_1","desktop"
"13464","30.50","227486","gsearch","brand","g_ad_2","desktop"
"13466","37.50","227490","bsearch","brand","b_ad_2","desktop"
"13465","51.00","227491","","","","mobile"
"13467","51.00","227492","gsearch","nonbrand","g_ad_1","mobile"
"13468","37.50","227501","","","","desktop"
"13469","37.50","227506","gsearch","nonbrand","g_ad_1","mobile"
"13470","30.50","227515","gsearch","nonbrand","g_ad_1","desktop"
"13471","30.50","227518","gsearch","nonbrand","g_ad_1","desktop"
"13473","31.50","227535","bsearch","nonbrand","b_ad_1","desktop"
"13474","30.50","227537","gsearch","nonbrand","g_ad_1","desktop"
"13472","30.50","227540","gsearch","nonbrand","g_ad_1","desktop"
"13475","30.50","227593","gsearch","nonbrand","g_ad_1","desktop"
"13476","30.50","227611","bsearch","nonbrand","b_ad_1","desktop"
"13477","31.50","227615","gsearch","nonbrand","g_ad_1","desktop"
"13478","31.50","227621","gsearch","nonbrand","g_ad_1","desktop"
"13479","51.00","227642","gsearch","nonbrand","g_ad_1","desktop"
"13480","30.50","227677","","","","desktop"
"13481","30.50","227725","gsearch","nonbrand","g_ad_1","desktop"
"13483","37.50","227744","gsearch","nonbrand","g_ad_1","desktop"
"13482","68.00","227745","","","","desktop"
"13484","30.50","227753","","","","desktop"
"13485","31.50","227764","gsearch","nonbrand","g_ad_1","desktop"
"13486","37.50","227769","bsearch","nonbrand","b_ad_1","desktop"
"13487","30.50","227773","gsearch","nonbrand","g_ad_1","desktop"
"13488","51.00","227776","bsearch","brand","b_ad_2","desktop"
"13490","51.00","227798","","","","desktop"
"13491","51.00","227814","gsearch","nonbrand","g_ad_1","desktop"
"13492","30.50","227818","gsearch","nonbrand","g_ad_1","desktop"
"13493","30.50","227823","gsearch","nonbrand","g_ad_1","desktop"
"13494","30.50","227891","gsearch","nonbrand","g_ad_1","mobile"
"13496","30.50","227893","bsearch","nonbrand","b_ad_1","desktop"
"13495","30.50","227896","bsearch","nonbrand","b_ad_1","desktop"
"13497","31.50","227901","gsearch","brand","g_ad_2","mobile"
"13498","37.50","227912","bsearch","nonbrand","b_ad_1","desktop"
"13499","52.00","227933","gsearch","nonbrand","g_ad_1","desktop"
"13500","51.00","227946","gsearch","nonbrand","g_ad_1","mobile"
"13501","30.50","227983","gsearch","nonbrand","g_ad_1","mobile"
"13502","62.00","227990","gsearch","brand","g_ad_2","desktop"
"13504","51.00","228029","","","","desktop"
"13505","37.50","228102","gsearch","nonbrand","g_ad_1","desktop"
"13506","30.50","228105","bsearch","nonbrand","b_ad_1","desktop"
"13507","30.50","228110","","","","mobile"
"13508","51.00","228119","gsearch","brand","g_ad_2","desktop"
"13509","51.00","228125","gsearch","nonbrand","g_ad_1","desktop"
"13510","30.50","228193","gsearch","nonbrand","g_ad_1","mobile"
"13511","31.50","228250","gsearch","nonbrand","g_ad_1","desktop"
"13512","37.50","228253","gsearch","nonbrand","g_ad_1","desktop"
"13513","58.00","228259","gsearch","nonbrand","g_ad_1","mobile"
"13514","68.00","228266","gsearch","nonbrand","g_ad_1","desktop"
"13515","30.50","228294","gsearch","brand","g_ad_2","desktop"
"13517","51.00","228327","gsearch","nonbrand","g_ad_1","desktop"
"13518","51.00","228337","","","","desktop"
"13519","37.50","228353","","","","mobile"
"13520","30.50","228373","gsearch","nonbrand","g_ad_1","desktop"
"13521","30.50","228391","","","","desktop"
"13522","51.00","228412","gsearch","nonbrand","g_ad_1","desktop"
"13524","37.50","228424","gsearch","nonbrand","g_ad_1","desktop"
"13523","31.50","228428","bsearch","nonbrand","b_ad_1","desktop"
"13525","30.50","228442","gsearch","nonbrand","g_ad_1","mobile"
"13526","30.50","228443","gsearch","nonbrand","g_ad_1","desktop"
"13527","30.50","228451","","","","desktop"
"13528","30.50","228464","gsearch","nonbrand","g_ad_1","mobile"
"13529","30.50","228482","gsearch","nonbrand","g_ad_1","desktop"
"13530","62.00","228491","bsearch","nonbrand","b_ad_1","desktop"
"13531","30.50","228494","","","","desktop"
"13532","30.50","228503","gsearch","nonbrand","g_ad_1","desktop"
"13533","31.50","228527","gsearch","nonbrand","g_ad_1","desktop"
"13534","37.50","228539","gsearch","nonbrand","g_ad_1","desktop"
"13535","62.00","228544","gsearch","nonbrand","g_ad_1","desktop"
"13536","52.00","228550","gsearch","nonbrand","g_ad_1","desktop"
"13537","31.50","228558","gsearch","nonbrand","g_ad_1","desktop"
"13538","31.50","228563","","","","desktop"
"13539","30.50","228571","gsearch","nonbrand","g_ad_1","mobile"
"13540","62.00","228572","gsearch","nonbrand","g_ad_1","desktop"
"13541","30.50","228589","gsearch","nonbrand","g_ad_1","desktop"
"13542","30.50","228654","gsearch","nonbrand","g_ad_1","desktop"
"13543","30.50","228663","","","","desktop"
"13544","31.50","228670","","","","desktop"
"13545","62.00","228691","gsearch","nonbrand","g_ad_1","desktop"
"13546","30.50","228697","gsearch","nonbrand","g_ad_1","desktop"
"13547","30.50","228724","gsearch","nonbrand","g_ad_1","desktop"
"13548","30.50","228730","gsearch","nonbrand","g_ad_1","desktop"
"13549","51.00","228736","gsearch","nonbrand","g_ad_1","desktop"
"13550","30.50","228746","gsearch","nonbrand","g_ad_1","desktop"
"13551","37.50","228771","bsearch","brand","b_ad_2","desktop"
"13552","51.00","228789","gsearch","brand","g_ad_2","desktop"
"13553","30.50","228860","gsearch","nonbrand","g_ad_1","desktop"
"13554","30.50","228897","gsearch","nonbrand","g_ad_1","desktop"
"13555","62.00","228918","gsearch","brand","g_ad_2","desktop"
"13556","51.00","228931","gsearch","nonbrand","g_ad_1","desktop"
"13557","58.00","228973","bsearch","nonbrand","b_ad_1","desktop"
"13558","30.50","228986","","","","desktop"
"13559","31.50","228990","gsearch","nonbrand","g_ad_1","desktop"
"13560","51.00","229004","gsearch","nonbrand","g_ad_1","mobile"
"13561","30.50","229017","gsearch","nonbrand","g_ad_1","desktop"
"13562","37.50","229029","gsearch","brand","g_ad_2","mobile"
"13563","30.50","229038","","","","desktop"
"13564","30.50","229054","gsearch","brand","g_ad_2","desktop"
"13565","62.00","229083","gsearch","nonbrand","g_ad_1","desktop"
"13566","30.50","229094","gsearch","nonbrand","g_ad_1","desktop"
"13567","58.00","229113","gsearch","nonbrand","g_ad_1","desktop"
"13568","30.50","229123","","","","desktop"
"13569","31.50","229125","gsearch","nonbrand","g_ad_1","desktop"
"13570","31.50","229133","gsearch","nonbrand","g_ad_1","desktop"
"13571","62.00","229150","gsearch","nonbrand","g_ad_1","desktop"
"13572","51.00","229158","gsearch","nonbrand","g_ad_1","desktop"
"13573","30.50","229176","gsearch","nonbrand","g_ad_1","mobile"
"13574","37.50","229202","gsearch","nonbrand","g_ad_1","mobile"
"13575","62.00","229220","bsearch","nonbrand","b_ad_1","desktop"
"13576","68.00","229302","bsearch","brand","b_ad_2","desktop"
"13577","30.50","229336","bsearch","nonbrand","b_ad_1","desktop"
"13578","37.50","229341","gsearch","nonbrand","g_ad_1","mobile"
"13579","68.00","229351","gsearch","nonbrand","g_ad_1","desktop"
"13580","30.50","229373","gsearch","brand","g_ad_2","desktop"
"13581","30.50","229391","gsearch","nonbrand","g_ad_1","desktop"
"13582","31.50","229423","gsearch","nonbrand","g_ad_1","desktop"
"13583","51.00","229438","gsearch","nonbrand","g_ad_1","desktop"
"13584","31.50","229476","","","","mobile"
"13585","30.50","229486","","","","desktop"
"13586","30.50","229499","gsearch","nonbrand","g_ad_1","desktop"
"13587","62.00","229500","gsearch","nonbrand","g_ad_1","desktop"
"13588","30.50","229508","","","","desktop"
"13589","31.50","229516","gsearch","nonbrand","g_ad_1","desktop"
"13591","51.00","229536","bsearch","nonbrand","b_ad_1","desktop"
"13590","30.50","229539","bsearch","nonbrand","b_ad_1","desktop"
"13592","37.50","229546","gsearch","nonbrand","g_ad_1","desktop"
"13593","30.50","229552","gsearch","nonbrand","g_ad_1","desktop"
"13594","51.00","229581","","","","desktop"
"13596","30.50","229603","bsearch","nonbrand","b_ad_1","desktop"
"13595","37.50","229604","gsearch","nonbrand","g_ad_1","mobile"
"13597","62.00","229615","","","","desktop"
"13598","68.00","229630","gsearch","nonbrand","g_ad_1","desktop"
"13599","31.50","229658","","","","mobile"
"13600","30.50","229681","","","","desktop"
"13601","30.50","229703","","","","desktop"
"13602","37.50","229708","bsearch","brand","b_ad_2","desktop"
"13603","37.50","229715","gsearch","nonbrand","g_ad_1","mobile"
"13604","51.00","229739","","","","mobile"
"13605","68.00","229748","gsearch","nonbrand","g_ad_1","desktop"
"13607","30.50","229760","gsearch","nonbrand","g_ad_1","desktop"
"13606","62.00","229762","gsearch","brand","g_ad_2","desktop"
"13608","37.50","229765","gsearch","nonbrand","g_ad_1","desktop"
"13609","30.50","229778","gsearch","nonbrand","g_ad_1","desktop"
"13612","30.50","229783","","","","desktop"
"13610","51.00","229788","gsearch","nonbrand","g_ad_1","mobile"
"13611","30.50","229790","gsearch","nonbrand","g_ad_1","desktop"
"13613","62.00","229797","gsearch","nonbrand","g_ad_1","desktop"
"13614","62.00","229806","bsearch","nonbrand","b_ad_1","mobile"
"13615","69.00","229812","","","","desktop"
"13616","37.50","229833","gsearch","nonbrand","g_ad_1","desktop"
"13617","30.50","229836","gsearch","nonbrand","g_ad_1","desktop"
"13619","31.50","229846","gsearch","nonbrand","g_ad_1","desktop"
"13620","31.50","229855","","","","desktop"
"13621","62.00","229879","gsearch","nonbrand","g_ad_1","mobile"
"13622","20.50","229882","gsearch","nonbrand","g_ad_1","desktop"
"13623","31.50","229888","gsearch","nonbrand","g_ad_1","mobile"
"13624","62.00","229890","gsearch","nonbrand","g_ad_1","desktop"
"13625","58.00","229904","gsearch","nonbrand","g_ad_1","desktop"
"13626","30.50","229906","gsearch","nonbrand","g_ad_1","desktop"
"13627","52.00","229909","","","","desktop"
"13628","51.00","229912","gsearch","nonbrand","g_ad_1","mobile"
"13629","37.50","229926","","","","desktop"
"13630","30.50","229934","gsearch","nonbrand","g_ad_1","mobile"
"13631","37.50","229939","gsearch","nonbrand","g_ad_1","mobile"
"13632","51.00","229961","gsearch","nonbrand","g_ad_1","mobile"
"13633","30.50","229969","gsearch","nonbrand","g_ad_1","desktop"
"13634","30.50","229994","gsearch","brand","g_ad_2","desktop"
"13635","37.50","230004","","","","desktop"
"13636","52.00","230023","gsearch","nonbrand","g_ad_1","desktop"
"13637","58.00","230039","gsearch","nonbrand","g_ad_1","desktop"
"13638","30.50","230045","gsearch","nonbrand","g_ad_1","desktop"
"13639","30.50","230049","","","","desktop"
"13641","37.50","230064","","","","desktop"
"13642","62.00","230086","","","","desktop"
"13643","30.50","230095","gsearch","nonbrand","g_ad_1","desktop"
"13644","20.50","230145","gsearch","nonbrand","g_ad_1","desktop"
"13645","30.50","230158","","","","desktop"
"13646","30.50","230162","gsearch","brand","g_ad_2","desktop"
"13647","58.00","230191","gsearch","nonbrand","g_ad_1","desktop"
"13648","30.50","230209","gsearch","nonbrand","g_ad_1","desktop"
"13649","31.50","230211","gsearch","nonbrand","g_ad_1","desktop"
"13650","62.00","230247","gsearch","nonbrand","g_ad_1","desktop"
"13652","30.50","230269","gsearch","nonbrand","g_ad_1","desktop"
"13651","68.00","230270","","","","desktop"
"13653","30.50","230289","bsearch","nonbrand","b_ad_1","desktop"
"13654","68.00","230336","gsearch","nonbrand","g_ad_1","desktop"
"13655","30.50","230352","gsearch","nonbrand","g_ad_1","desktop"
"13656","30.50","230361","gsearch","nonbrand","g_ad_1","desktop"
"13657","30.50","230383","gsearch","nonbrand","g_ad_1","desktop"
"13658","31.50","230394","gsearch","nonbrand","g_ad_1","desktop"
"13659","31.50","230408","gsearch","brand","g_ad_2","mobile"
"13660","30.50","230418","gsearch","nonbrand","g_ad_1","desktop"
"13661","31.50","230427","gsearch","brand","g_ad_2","desktop"
"13662","30.50","230455","gsearch","nonbrand","g_ad_1","desktop"
"13663","31.50","230456","gsearch","nonbrand","g_ad_1","desktop"
"13664","62.00","230461","gsearch","nonbrand","g_ad_1","desktop"
"13665","30.50","230509","gsearch","nonbrand","g_ad_1","desktop"
"13666","31.50","230520","gsearch","nonbrand","g_ad_1","desktop"
"13668","30.50","230535","gsearch","nonbrand","g_ad_1","desktop"
"13669","30.50","230547","gsearch","brand","g_ad_2","desktop"
"13670","37.50","230561","gsearch","nonbrand","g_ad_1","desktop"
"13671","68.00","230568","","","","desktop"
"13672","20.50","230584","gsearch","nonbrand","g_ad_1","desktop"
"13673","31.50","230601","gsearch","nonbrand","g_ad_1","desktop"
"13674","30.50","230617","gsearch","nonbrand","g_ad_1","desktop"
"13675","30.50","230627","gsearch","nonbrand","g_ad_1","desktop"
"13676","30.50","230635","gsearch","brand","g_ad_2","desktop"
"13677","30.50","230642","gsearch","nonbrand","g_ad_1","desktop"
"13678","30.50","230663","","","","mobile"
"13679","51.00","230689","gsearch","nonbrand","g_ad_1","desktop"
"13680","31.50","230723","gsearch","nonbrand","g_ad_1","desktop"
"13681","31.50","230730","gsearch","nonbrand","g_ad_1","desktop"
"13682","30.50","230735","gsearch","nonbrand","g_ad_1","desktop"
"13684","37.50","230765","gsearch","nonbrand","g_ad_1","mobile"
"13685","30.50","230775","bsearch","nonbrand","b_ad_1","desktop"
"13686","30.50","230784","gsearch","nonbrand","g_ad_1","desktop"
"13688","37.50","230835","bsearch","nonbrand","b_ad_1","desktop"
"13689","62.00","230840","","","","desktop"
"13690","51.00","230864","gsearch","brand","g_ad_2","desktop"
"13691","37.50","230884","gsearch","nonbrand","g_ad_1","desktop"
"13692","30.50","230901","","","","desktop"
"13693","30.50","230944","bsearch","nonbrand","b_ad_1","desktop"
"13694","37.50","230948","gsearch","nonbrand","g_ad_1","desktop"
"13695","51.00","230953","bsearch","nonbrand","b_ad_1","desktop"
"13696","37.50","230963","gsearch","nonbrand","g_ad_1","mobile"
"13697","51.00","230967","","","","mobile"
"13698","30.50","231011","gsearch","nonbrand","g_ad_1","desktop"
"13699","30.50","231028","gsearch","brand","g_ad_2","mobile"
"13700","30.50","231044","","","","desktop"
"13701","30.50","231051","gsearch","nonbrand","g_ad_1","desktop"
"13702","30.50","231082","gsearch","nonbrand","g_ad_1","mobile"
"13703","30.50","231116","","","","desktop"
"13704","51.00","231118","gsearch","nonbrand","g_ad_1","desktop"
"13705","31.50","231128","","","","desktop"
"13706","37.50","231138","gsearch","brand","g_ad_2","desktop"
"13707","37.50","231152","gsearch","nonbrand","g_ad_1","mobile"
"13708","51.00","231165","bsearch","nonbrand","b_ad_1","desktop"
"13710","30.50","231190","","","","desktop"
"13709","31.50","231191","gsearch","nonbrand","g_ad_1","desktop"
"13711","51.00","231194","","","","desktop"
"13712","30.50","231269","gsearch","nonbrand","g_ad_1","desktop"
"13713","30.50","231277","gsearch","nonbrand","g_ad_1","desktop"
"13714","31.50","231287","","","","desktop"
"13715","51.00","231292","gsearch","nonbrand","g_ad_1","desktop"
"13716","37.50","231294","","","","mobile"
"13717","62.00","231299","","","","mobile"
"13718","31.50","231302","bsearch","nonbrand","b_ad_1","desktop"
"13719","30.50","231326","gsearch","nonbrand","g_ad_1","desktop"
"13721","30.50","231378","gsearch","nonbrand","g_ad_1","desktop"
"13720","68.00","231380","gsearch","brand","g_ad_2","desktop"
"13722","30.50","231390","gsearch","nonbrand","g_ad_1","desktop"
"13723","37.50","231438","","","","desktop"
"13724","30.50","231439","","","","desktop"
"13725","62.00","231444","bsearch","nonbrand","b_ad_1","desktop"
"13726","37.50","231445","gsearch","brand","g_ad_2","desktop"
"13729","30.50","231472","gsearch","nonbrand","g_ad_1","desktop"
"13727","51.00","231474","gsearch","nonbrand","g_ad_1","desktop"
"13728","31.50","231477","gsearch","nonbrand","g_ad_1","desktop"
"13730","68.00","231480","gsearch","nonbrand","g_ad_1","desktop"
"13731","30.50","231485","gsearch","nonbrand","g_ad_1","desktop"
"13733","30.50","231486","gsearch","brand","g_ad_2","desktop"
"13732","62.00","231491","gsearch","nonbrand","g_ad_1","desktop"
"13734","30.50","231512","gsearch","nonbrand","g_ad_1","desktop"
"13735","51.00","231539","","","","desktop"
"13736","30.50","231545","gsearch","brand","g_ad_2","mobile"
"13738","62.00","231551","","","","desktop"
"13739","51.00","231569","gsearch","nonbrand","g_ad_1","desktop"
"13740","30.50","231598","gsearch","brand","g_ad_2","desktop"
"13741","30.50","231605","gsearch","nonbrand","g_ad_1","desktop"
"13742","62.00","231611","","","","desktop"
"13743","51.00","231632","","","","mobile"
"13744","30.50","231644","","","","desktop"
"13745","30.50","231667","","","","desktop"
"13746","37.50","231703","bsearch","brand","b_ad_2","desktop"
"13747","30.50","231720","gsearch","brand","g_ad_2","desktop"
"13748","69.00","231724","gsearch","nonbrand","g_ad_1","desktop"
"13751","30.50","231745","bsearch","nonbrand","b_ad_1","mobile"
"13750","68.00","231747","gsearch","brand","g_ad_2","desktop"
"13749","30.50","231752","gsearch","nonbrand","g_ad_1","desktop"
"13752","31.50","231756","","","","desktop"
"13753","30.50","231772","gsearch","nonbrand","g_ad_1","mobile"
"13754","30.50","231778","gsearch","nonbrand","g_ad_1","desktop"
"13755","30.50","231787","","","","desktop"
"13756","37.50","231795","gsearch","nonbrand","g_ad_1","desktop"
"13757","30.50","231811","gsearch","brand","g_ad_2","mobile"
"13758","51.00","231827","gsearch","nonbrand","g_ad_1","desktop"
"13759","30.50","231838","gsearch","nonbrand","g_ad_1","desktop"
"13760","31.50","231849","bsearch","nonbrand","b_ad_1","desktop"
"13761","62.00","231853","gsearch","nonbrand","g_ad_1","desktop"
"13763","51.00","231865","gsearch","nonbrand","g_ad_1","desktop"
"13762","37.50","231866","gsearch","nonbrand","g_ad_1","desktop"
"13764","51.00","231883","gsearch","nonbrand","g_ad_1","mobile"
"13765","30.50","231911","gsearch","nonbrand","g_ad_1","desktop"
"13766","30.50","231919","gsearch","nonbrand","g_ad_1","desktop"
"13767","51.00","231927","gsearch","nonbrand","g_ad_1","desktop"
"13768","30.50","231932","gsearch","nonbrand","g_ad_1","desktop"
"13769","30.50","231937","gsearch","nonbrand","g_ad_1","desktop"
"13771","31.50","231947","bsearch","nonbrand","b_ad_1","desktop"
"13770","30.50","231948","","","","mobile"
"13772","51.00","231949","","","","desktop"
"13773","30.50","231958","gsearch","nonbrand","g_ad_1","desktop"
"13774","51.00","231966","bsearch","nonbrand","b_ad_1","desktop"
"13775","30.50","231972","gsearch","nonbrand","g_ad_1","desktop"
"13776","31.50","232040","gsearch","nonbrand","g_ad_1","desktop"
"13777","30.50","232052","gsearch","nonbrand","g_ad_1","desktop"
"13778","31.50","232066","gsearch","nonbrand","g_ad_1","desktop"
"13779","30.50","232070","gsearch","nonbrand","g_ad_1","desktop"
"13780","51.00","232075","","","","desktop"
"13782","30.50","232086","gsearch","nonbrand","g_ad_1","desktop"
"13781","30.50","232087","","","","desktop"
"13783","30.50","232105","bsearch","nonbrand","b_ad_1","desktop"
"13784","51.00","232125","gsearch","nonbrand","g_ad_1","desktop"
"13786","62.00","232142","gsearch","nonbrand","g_ad_1","desktop"
"13787","58.00","232144","gsearch","brand","g_ad_2","desktop"
"13788","30.50","232147","","","","desktop"
"13789","51.00","232175","gsearch","nonbrand","g_ad_1","desktop"
"13790","31.50","232177","gsearch","nonbrand","g_ad_1","desktop"
"13791","62.00","232224","bsearch","brand","b_ad_2","desktop"
"13793","51.00","232239","gsearch","nonbrand","g_ad_1","desktop"
"13794","51.00","232247","gsearch","brand","g_ad_2","desktop"
"13795","30.50","232250","bsearch","nonbrand","b_ad_1","desktop"
"13796","62.00","232268","gsearch","nonbrand","g_ad_1","desktop"
"13797","37.50","232274","gsearch","brand","g_ad_2","desktop"
"13799","51.00","232291","gsearch","brand","g_ad_2","desktop"
"13800","51.00","232314","gsearch","nonbrand","g_ad_1","desktop"
"13801","37.50","232331","gsearch","brand","g_ad_2","desktop"
"13803","52.00","232334","","","","desktop"
"13802","37.50","232338","","","","desktop"
"13804","30.50","232344","","","","desktop"
"13805","37.50","232393","","","","desktop"
"13806","30.50","232404","gsearch","nonbrand","g_ad_1","desktop"
"13807","30.50","232411","gsearch","nonbrand","g_ad_1","desktop"
"13808","30.50","232445","gsearch","nonbrand","g_ad_1","desktop"
"13809","30.50","232451","","","","desktop"
"13810","51.00","232458","gsearch","nonbrand","g_ad_1","desktop"
"13811","37.50","232492","gsearch","nonbrand","g_ad_1","desktop"
"13812","52.00","232494","","","","desktop"
"13813","30.50","232506","gsearch","nonbrand","g_ad_1","desktop"
"13814","30.50","232523","gsearch","brand","g_ad_2","desktop"
"13815","30.50","232531","bsearch","nonbrand","b_ad_1","desktop"
"13816","51.00","232532","gsearch","nonbrand","g_ad_1","desktop"
"13818","30.50","232534","gsearch","nonbrand","g_ad_1","mobile"
"13817","62.00","232536","gsearch","nonbrand","g_ad_1","desktop"
"13819","30.50","232602","gsearch","nonbrand","g_ad_1","desktop"
"13820","30.50","232605","gsearch","nonbrand","g_ad_1","desktop"
"13821","51.00","232614","","","","desktop"
"13822","68.00","232616","bsearch","brand","b_ad_2","desktop"
"13823","30.50","232617","gsearch","nonbrand","g_ad_1","desktop"
"13824","69.00","232625","gsearch","nonbrand","g_ad_1","desktop"
"13825","37.50","232640","gsearch","nonbrand","g_ad_1","desktop"
"13826","30.50","232657","gsearch","nonbrand","g_ad_1","desktop"
"13827","62.00","232671","gsearch","nonbrand","g_ad_1","desktop"
